328,1,2,Ball  Mrs. (Ada E Hall),female,36.0,0,0,28551,13.0,D,S
824,1,3,Moor  Mrs. (Beila),female,27.0,0,1,392096,12.475,E121,S
363,0,3,Barbara  Mrs. (Catherine David),female,45.0,0,1,2691,14.4542,,C
273,1,2,Mellinger  Mrs. (Elizabeth Anne Maidment),female,41.0,0,1,250644,19.5,,S
866,1,2,Bystrom  Mrs. (Karolina),female,42.0,0,0,236852,13.0,,S
260,1,2,Parrish  Mrs. (Lutie Davis),female,50.0,0,1,230433,26.0,,S
16,1,2,Hewlett  Mrs. (Mary D Kingcome) ,female,55.0,0,0,248706,16.0,,S
191,1,2,Pinsky  Mrs. (Rosa),female,32.0,0,0,234604,13.0,,S
331,1,3,McCoy  Miss. Agnes,female,0.0,2,0,367226,23.25,,Q
65,0,1,Stewart  Mr. Albert A,male,0.0,0,0,PC 17605,27.7208,,C
324,1,2,Caldwell  Mrs. Albert Francis (Sylvia Mae Harbaugh),female,22.0,1,1,248738,29.0,,S
79,1,2,Caldwell  Master. Alden Gates,male,0.83,0,2,248738,29.0,,S
133,0,3,Robins  Mrs. Alexander A (Grace Charity Laury),female,47.0,1,0,A/5. 3337,14.5,,S
792,0,2,Gaskell  Mr. Alfred,male,16.0,0,0,239865,26.0,,S
566,0,3,Davies  Mr. Alfred J,male,24.0,2,0,A/4 48871,24.15,,S
631,1,1,Barkworth  Mr. Algernon Henry Wilson,male,80.0,0,0,27042,30.0,A23,S
797,1,1,Leader  Dr. Alice (Farnham),female,49.0,0,0,17465,25.9292,D17,S
346,1,2,Brown  Miss. Amelia ""Mildred"",female,24.0,0,0,248733,13.0,F33,S
474,1,2,Jerwan  Mrs. Amin S (Marie Marthe Thuillard),female,23.0,0,0,SC/AH Basle 541,13.7917,D,C
784,0,3,Johnston  Mr. Andrew G,male,0.0,1,2,W./C. 6607,23.45,,S
178,0,1,Isham  Miss. Ann Elizabeth,female,50.0,0,0,PC 17595,28.7125,C49,C
129,1,3,Peter  Miss. Anna,female,0.0,1,1,2668,22.3583,F E69,C
748,1,2,Sinkkonen  Miss. Anna,female,30.0,0,0,250648,13.0,,S
358,0,2,Funk  Miss. Annie Clemmer,female,38.0,0,0,237671,13.0,,S
831,1,3,Yasbeck  Mrs. Antoni (Selini Alexander),female,15.0,1,0,2659,14.4542,,C
621,0,3,Yasbeck  Mr. Antoni,male,27.0,1,0,2659,14.4542,,C
74,0,3,Chronopoulos  Mr. Apostolos,male,26.0,1,0,2680,14.4542,,C
537,0,1,Butt  Major. Archibald Willingham,male,45.0,0,0,113050,26.55,B38,S
229,0,2,Fahlstrom  Mr. Arne Jonas,male,18.0,0,0,236171,13.0,,S
546,0,1,Nicholson  Mr. Arthur Ernest,male,64.0,0,0,693,26.0,,S
172,0,3,Rice  Master. Arthur,male,4.0,4,1,382652,29.125,,Q
867,1,2,Duran y More  Miss. Asuncion,female,27.0,1,0,SC/PARIS 2149,13.8583,,C
809,0,2,Meyer  Mr. August,male,39.0,0,0,248723,13.0,,S
39,0,3,Vander Planke  Miss. Augusta Maria,female,18.0,2,0,345764,18.0,,S
332,0,1,Partner  Mr. Austen,male,45.5,0,0,113043,28.5,C124,S
154,0,3,van Billiard  Mr. Austin Blyler,male,40.5,0,2,A/5. 851,14.5,,S
441,1,2,Hart  Mrs. Benjamin (Esther Ada Bloomfield),female,45.0,1,1,F.C.C. 13529,26.25,,S
315,0,2,Hart  Mr. Benjamin,male,43.0,1,1,F.C.C. 13529,26.25,,S
453,0,1,Foreman  Mr. Benjamin Laventall,male,30.0,0,0,113051,27.75,C111,C
302,1,3,McCoy  Mr. Bernard,male,0.0,2,0,367226,23.25,,Q
390,1,2,Lehmann  Miss. Bertha,female,17.0,0,0,SC 1748,12.0,,C
110,1,3,Moran  Miss. Bertha,female,0.0,1,0,371110,24.15,,Q
94,0,3,Dean  Mr. Bertram Frank,male,26.0,1,2,C.A. 2315,20.575,,S
789,1,3,Dean  Master. Bertram Vere,male,1.0,1,2,C.A. 2315,20.575,,S
420,0,3,Van Impe  Miss. Catharina,female,10.0,0,2,345773,24.15,,S
534,1,3,Peter  Mrs. Catherine (Catherine Rizk),female,0.0,0,2,2668,22.3583,,C
889,0,3,Johnston  Miss. Catherine Helen ""Carrie"",female,0.0,1,2,W./C. 6607,23.45,,S
433,1,2,Louch  Mrs. Charles Alexander (Alice Adelaide Slow),female,42.0,1,0,SC/AH 3085,26.0,,S
18,1,2,Williams  Mr. Charles Eugene,male,0.0,0,0,244373,13.0,,S
344,0,2,Sedgwick  Mr. Charles Frederick Waddington,male,25.0,0,0,244361,13.0,,S
274,0,1,Natsch  Mr. Charles H,male,37.0,0,1,PC 17596,29.7,C118,C
188,1,1,Romaine  Mr. Charles Hallace (""Mr C Rolmane""),male,45.0,0,0,111428,26.55,,S
696,0,2,Chapman  Mr. Charles Henry,male,52.0,0,0,248731,13.5,,S
627,0,2,Kirkland  Rev. Charles Leonard,male,57.0,0,0,219533,12.35,,Q
427,1,2,Clarke  Mrs. Charles V (Ada Maria Winfield),female,28.0,1,0,2003,26.0,,S
674,1,2,Wilhelms  Mr. Charles,male,31.0,0,0,244270,13.0,,S
861,0,3,Hansen  Mr. Claus Peter,male,41.0,2,0,350026,14.1083,,S
212,1,2,Cameron  Miss. Clear Annie,female,35.0,0,0,F.C.C. 13528,21.0,,S
59,1,2,West  Miss. Constance Mirium,female,5.0,1,2,C.A. 34651,27.75,,S
769,0,3,Moran  Mr. Daniel J,male,0.0,1,0,371110,24.15,,Q
256,1,3,Touma  Mrs. Darwis (Hanne Youssef Razi),female,29.0,0,2,2650,15.2458,,C
625,0,3,Bowen  Mr. David John ""Dai"",male,21.0,0,0,54636,16.1,,S
47,0,3,Lennon  Mr. Denis,male,0.0,1,0,370371,15.5,,Q
490,1,3,Coutts  Master. Eden Leslie ""Neville"",male,9.0,1,1,C.A. 37671,15.9,,S
145,0,2,Andrew  Mr. Edgardo Samuel,male,18.0,0,0,231945,11.5,,S
341,1,2,Navratil  Master. Edmond Roger,male,2.0,1,1,230080,26.0,F2,S
606,0,3,Lindell  Mr. Edvard Bengtsson,male,36.0,1,0,349910,15.55,,S
547,1,2,Beane  Mrs. Edward (Ethel Clarke),female,19.0,1,0,2908,26.0,,S
488,0,1,Kent  Mr. Edward Austin,male,58.0,0,0,11771,29.7,B37,C
544,1,2,Beane  Mr. Edward,male,32.0,1,0,2908,26.0,,S
708,1,1,Calderhead  Mr. Edward Pennington,male,42.0,0,0,PC 17476,26.2875,E24,S
663,0,1,Colley  Mr. Edward Pomeroy,male,47.0,0,0,5727,25.5875,E58,S
473,1,2,West  Mrs. Edwy Arthur (Ada Mary Worth),female,33.0,1,2,C.A. 34651,27.75,,S
451,0,2,West  Mr. Edwy Arthur,male,36.0,1,2,C.A. 34651,27.75,,S
173,1,3,Johnson  Miss. Eleanor Ileen,female,1.0,1,1,347742,11.1333,,S
126,1,3,Nicola-Yarred  Master. Elias,male,12.0,1,0,2651,11.2417,,C
775,1,2,Hocking  Mrs. Elizabeth (Eliza Needs),female,54.0,1,3,29105,23.0,,S
12,1,1,Bonnell  Miss. Elizabeth,female,58.0,0,0,113783,26.55,C103,S
80,1,3,Dowdell  Miss. Elizabeth,female,30.0,0,0,364516,12.475,,S
652,1,2,Doling  Miss. Elsie,female,18.0,0,1,231919,23.0,,S
136,0,2,Richard  Mr. Emile,male,23.0,0,0,SC/PARIS 2133,15.0458,,C
444,1,2,Reynaldo  Ms. Encarnacion,female,28.0,0,0,230434,13.0,,S
279,0,3,Rice  Master. Eric,male,7.0,4,1,382652,29.125,,Q
343,0,2,Collander  Mr. Erik Gustaf,male,28.0,0,0,248740,13.0,,S
855,0,2,Carter  Mrs. Ernest Courtenay (Lilian Hughes),female,44.0,1,0,244252,26.0,,S
250,0,2,Carter  Rev. Ernest Courtenay,male,54.0,1,0,244252,26.0,,S
318,0,2,Moraweck  Dr. Ernest,male,54.0,0,0,29011,14.0,,S
